Station|Source|Net|Latitude|Longitude|Distance|Azimuth|Elevation|Station Name
WCNY|IRISDMC|LD|43.981|-75.6549|9.16657483339957|72.23558659513178|245|West Carthage, New York
Y55A|IRISDMC|TA|33.9375|-81.858101|9.171540475383871|147.23525208910297|164|Saluda, SC, USA
Z53A|IRISDMC|TA|33.280102|-83.571297|9.172713538654525|157.10242881024374|144|Monticello, GA, USA
F55A|IRISDMC|TA|45.833801|-76.350998|9.191773070765217|60.19635148290449|218|Otter Lake, QC, CAN
M59A|IRISDMC|TA|41.541302|-75.432098|9.253062727187338|87.5480883607173|471|Waymart, PA, USA
T59A|IRISDMC|TA|36.9716|-77.5541|9.288710826550886|118.03707108031698|63|Double 'B' Farms, VA, USA
R60A|IRISDMC|TA|38.268398|-76.580704|9.301369199602556|108.68680759934368|33|Leonardtown, MD, USA
J58A|IRISDMC|TA|43.360298|-75.285202|9.352604316295011|76.27460468414836|436|Remsen, NY, USA
Z41A|IRISDMC|TA|33.257702|-92.803001|9.417698985498369|-153.682493866968|62|Richland Creek Farm, El Dorado, AR, USA
P60A|IRISDMC|TA|39.811298|-75.635803|9.432253208700649|98.20560295688738|105|Greenville, DE, USA
LUPA|IRISDMC|LD|40.5987|-75.3718|9.43981502627097|93.24655357559412|255|Lehigh University, PA
Z54A|IRISDMC|TA|33.236198|-82.841698|9.43993224833614|153.69916298340445|134|Sparta, GA, USA
H57A|IRISDMC|TA|44.462399|-75.390503|9.442257998255762|69.52739293272798|132|Richville, NY, USA
152A|IRISDMC|TA|32.668598|-84.718803|9.471660451249878|163.90140181072252|214|Waverly Hall, GA, USA
O60A|IRISDMC|TA|40.317699|-75.404999|9.474996804728146|94.9502541685189|70|Telford, PA, USA
L59A|IRISDMC|TA|42.190201|-75.042603|9.498282875438614|83.4517037672262|677|Walton, NY, USA
U59A|IRISDMC|TA|36.3526|-77.792503|9.501692021669932|121.78610303543773|99|Littleton, NC, USA
S60A|IRISDMC|TA|37.705502|-76.653503|9.510503059423307|111.90439001911335|36|Water View, VA, USA
Y56A|IRISDMC|TA|33.792198|-81.304703|9.526761408953446|145.22982760532813|154|Pelion, SC, USA
X57A|IRISDMC|TA|34.464298|-80.094002|9.53039043848434|137.9356797017499|133|Johnson Farm, Hartsville, SC, USA
Q60A|IRISDMC|TA|39.001598|-75.842903|9.538607234153922|103.1737882099254|14|Greensboro, MD, USA
W58A|IRISDMC|TA|35.020802|-79.233299|9.55412855518506|132.50688789793173|84|Raeford, NC, USA
CBKS|IRISDMC|US|38.814|-99.7374|9.555368624363965|-104.34978966213912|677|Cedar Bluff, Kansas, USA
D54A|IRISDMC|TA|47.152|-76.656998|9.577178884698277|52.35060215319741|415|Lac Fusel, La Vallee-de-La-Gatineau, QC, CAN
N60A|IRISDMC|TA|40.870399|-75.099998|9.592038144719256|91.40112522572562|189|Cedar Hill Farm, Mount Bethel, PA, USA
V59A|IRISDMC|TA|35.7649|-78.239403|9.60306207771287|125.89897102819586|58|Middlesex, NC, USA
I58A|IRISDMC|TA|43.690102|-74.973297|9.612149144732735|74.4277140477605|599|Old Forge, NY, USA
E55A|IRISDMC|TA|46.4538|-76.057198|9.623354147376176|57.20079595674486|180|Montcerf-Lytton, QC, CAN
K59A|IRISDMC|TA|42.775002|-74.852501|9.634949172020448|79.92727171557078|570|Cooperstown, NY, USA
153A|IRISDMC|TA|32.649899|-83.831596|9.696703374006056|159.6209516908427|160|Fort Valley, GA, USA
Z55A|IRISDMC|TA|33.2211|-82.135902|9.69984970848347|150.50862987595886|100|Blythe, GA, USA
T60A|IRISDMC|TA|37.139702|-76.734901|9.742746695314056|115.01436765013972|11|Surry, VA, USA
Y57A|IRISDMC|TA|34.016998|-80.391502|9.747776820571056|140.69439029625258|56|Sumter, SC, USA
VBMS|IRISDMC|US|32.21851|-90.517671|9.831227772980489|-166.5452958785181|16|Vicksburg, Mississippi
U60A|IRISDMC|TA|36.471802|-77.159599|9.835855931502836|119.38932959430437|8|Pendleton, NC, USA
X58A|IRISDMC|TA|34.554798|-79.338799|9.848507864246505|134.71182467214845|45|Rowland, NC, USA
G57A|IRISDMC|TA|45.1036|-74.985497|9.871094141195325|66.207619002393|96|Newington, ON, CAN
M60A|IRISDMC|TA|41.3265|-74.625|9.878612755708954|88.41986922040606|292|Port Jervis, NY, USA
W59A|IRISDMC|TA|35.167301|-78.443001|9.893842263786135|129.13489250000052|60|Clinton, NC, USA
